Posted On,Rent,BHK,Bathroom,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Point of Contact
06/07/2022,62000,2,3,806,3 out of 58,Carpet Area,"Auris Serenity, Malad West",Mumbai,Unfurnished,Bachelors/Family,Contact Agent
07/07/2022,100000,1,1,400,9 out of 10,Carpet Area,"Violette Valley, Bandra West",Mumbai,Furnished,Bachelors/Family,Contact Agent
29/04/2022,21000,1,2,650,6 out of 10,Super Area,Bhandup West,Mumbai,Semi-Furnished,Bachelors/Family,Contact Owner
29/04/2022,27000,1,2,550,4 out of 15,Super Area,"Raj Hill, Borivali East",Mumbai,Semi-Furnished,Bachelors/Family,Contact Owner
30/06/2022,10000,1,1,390,3 out of 4,Carpet Area,Mira Road East,Mumbai,Unfurnished,Bachelors/Family,Contact Agent
30/06/2022,90000,2,2,994,2 out of 2,Carpet Area,"Ajmera Treon, Bhakti Park",Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
31/05/2022,8000,1,2,520,6 out of 8,Super Area,Virar West,Mumbai,Semi-Furnished,Bachelors/Family,Contact Owner
15/06/2022,75000,1,1,575,1 out of 9,Carpet Area,Malabar Hill,Mumbai,Semi-Furnished,Family,Contact Agent
09/07/2022,230000,3,3,2750,53 out of 60,Carpet Area,"Lodha World Crest, Lower Parel",Mumbai,Unfurnished,Bachelors/Family,Contact Agent
13/06/2022,15000,1,2,470,5 out of 22,Carpet Area,"Man Opus, Mira Road East",Mumbai,Semi-Furnished,Family,Contact Agent
06/07/2022,260000,4,4,2500,3 out of 7,Carpet Area,Khar West,Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
09/07/2022,62000,3,3,1100,15 out of 22,Carpet Area,"Lake Homes, Powai",Mumbai,Semi-Furnished,Family,Contact Agent
27/06/2022,43500,1,2,480,6 out of 7,Carpet Area,Yari Road,Mumbai,Furnished,Bachelors/Family,Contact Agent
27/05/2022,62000,2,2,750,12 out of 16,Carpet Area,"Cosmopolis Tower, Andheri West",Mumbai,Unfurnished,Bachelors/Family,Contact Agent
27/05/2022,400000,4,5,2424,5 out of 14,Carpet Area,"Rustomjee Elements, Andheri West",Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
06/07/2022,77500,2,2,724,19 out of 21,Carpet Area,"Sethia Grandeur, Bandra East",Mumbai,Semi-Furnished,Bachelors,Contact Agent
19/05/2022,30000,1,1,600,5 out of 5,Carpet Area,Mulund Railway Station,Mumbai,Furnished,Bachelors/Family,Contact Owner
23/06/2022,110000,3,2,1076,9 out of 40,Carpet Area,"Lodha New Cuffe Parade, Wadala East",Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
29/04/2022,20000,1,2,800,3 out of 4,Super Area,in Byculla,Mumbai,Unfurnished,Bachelors/Family,Contact Owner
06/07/2022,150000,3,3,1300,6 out of 7,Carpet Area,Seven Bungalows,Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
04/07/2022,55000,1,2,500,1 out of 7,Carpet Area,Bandra West,Mumbai,Unfurnished,Bachelors/Family,Contact Agent
22/06/2022,70000,2,2,700,Ground out of 8,Carpet Area,Santacruz West,Mumbai,Semi-Furnished,Bachelors,Contact Agent
23/05/2022,65000,2,2,700,4 out of 9,Carpet Area,Kamla Nagar,Mumbai,Furnished,Bachelors,Contact Agent
09/07/2022,310000,3,4,2170,44 out of 75,Carpet Area,"Omkar 1973, Worli",Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
17/06/2022,18000,1,2,225,18 out of 24,Carpet Area,Worli,Mumbai,Unfurnished,Bachelors,Contact Agent
23/06/2022,48000,1,2,485,8 out of 17,Carpet Area,"Kanakia Sevens, Andheri East",Mumbai,Furnished,Bachelors/Family,Contact Agent
29/04/2022,10000,1,1,225,7 out of 8,Super Area,Kanjurmarg East,Mumbai,Unfurnished,Bachelors/Family,Contact Owner
16/06/2022,32000,1,2,478,4 out of 11,Carpet Area,"Blue Monarch, Marol",Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
10/05/2022,32000,3,3,1200,4 out of 5,Super Area,"Ishwardas Bhuvan CHS, Kandivali East",Mumbai,Semi-Furnished,Bachelors/Family,Contact Owner
07/07/2022,36000,2,2,620,3 out of 14,Carpet Area,Datta Pada,Mumbai,Semi-Furnished,Family,Contact Agent
08/06/2022,22000,1,1,280,3 out of 7,Carpet Area,"Suryodaya CHS, Prabhadevi",Mumbai,Unfurnished,Bachelors/Family,Contact Agent
20/06/2022,5500,1,1,385,3 out of 9,Carpet Area,"Manibhadra Avenue, Morya Nagar",Mumbai,Unfurnished,Family,Contact Agent
25/05/2022,15000,3,2,704,5 out of 17,Carpet Area,Thane-Kalyan-Dombivli,Mumbai,Unfurnished,Bachelors/Family,Contact Owner
29/04/2022,40000,2,2,710,3 out of 4,Carpet Area,Anushakti Nagar,Mumbai,Unfurnished,Bachelors/Family,Contact Owner
29/04/2022,28000,1,1,525,2 out of 8,Super Area,"Balkrishna, Goregaon East",Mumbai,Unfurnished,Bachelors/Family,Contact Owner
30/06/2022,11000,1,1,390,Ground out of 4,Carpet Area,Mira Road East,Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
06/07/2022,40000,2,2,755,12 out of 31,Carpet Area,"Omkar Ananta, Goregaon East",Mumbai,Semi-Furnished,Bachelors,Contact Agent
27/05/2022,45000,2,2,700,3 out of 7,Carpet Area,Oshiwara,Mumbai,Unfurnished,Bachelors/Family,Contact Agent
10/06/2022,180000,2,3,1000,6 out of 10,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors,Contact Agent
24/06/2022,160000,3,3,2000,Upper Basement out of 30,Carpet Area,"Flora Heights, Andheri West",Mumbai,Furnished,Family,Contact Agent
01/07/2022,36000,2,2,650,3 out of 4,Carpet Area,Tata Nagar,Mumbai,Unfurnished,Family,Contact Agent
30/06/2022,59000,1,1,470,26 out of 42,Carpet Area,"Lodha New Cuffe Parade, Bhakti Park",Mumbai,Semi-Furnished,Bachelors,Contact Agent
30/06/2022,40000,1,2,450,3 out of 8,Carpet Area,"TATA Housing Merwanjee Cama Park, Andheri West",Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
10/05/2022,40000,2,2,625,6 out of 10,Super Area,Goregaon West,Mumbai,Semi-Furnished,Bachelors/Family,Contact Owner
23/05/2022,72000,2,2,700,3 out of 9,Carpet Area,Gulmohar Road,Mumbai,Furnished,Bachelors,Contact Agent
07/07/2022,40000,2,2,600,4 out of 10,Carpet Area,"Mindspace, Mindspace",Mumbai,Unfurnished,Family,Contact Agent
11/06/2022,16000,2,1,600,2 out of 3,Carpet Area,Nerul sector-3,Mumbai,Unfurnished,Family,Contact Owner
27/06/2022,50000,2,4,1100,14 out of 22,Super Area,"Magnum Tower CHS, Lokhandwala Complex",Mumbai,Furnished,Bachelors/Family,Contact Agent
27/05/2022,24000,1,1,370,5 out of 8,Carpet Area,"Kanakia Sanskruti, Thakur Complex",Mumbai,Semi-Furnished,Family,Contact Agent
09/07/2022,65000,2,2,950,2 out of 45,Carpet Area,"DB Woods, Gokuldham",Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
07/07/2022,33000,2,2,825,12 out of 13,Super Area,Mulund East,Mumbai,Unfurnished,Bachelors/Family,Contact Owner
16/06/2022,27000,2,2,650,2 out of 7,Carpet Area,Kandivali West,Mumbai,Unfurnished,Bachelors,Contact Agent
14/06/2022,52000,2,2,750,2 out of 9,Carpet Area,Oshiwara,Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
29/06/2022,95000,3,3,900,4 out of 9,Carpet Area,"Dosti Flamingo, Sewri",Mumbai,Semi-Furnished,Family,Contact Agent
06/07/2022,68000,2,3,805,12 out of 68,Carpet Area,"Auris Serenity, Kanch Pada",Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
09/07/2022,48000,2,2,742,17 out of 36,Carpet Area,"Runwal Forests, Kanjurmarg West",Mumbai,Unfurnished,Family,Contact Agent
30/06/2022,32000,2,2,550,4 out of 7,Carpet Area,"Shiv Ganga Apartment, Malad West",Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
13/06/2022,42000,2,2,745,10 out of 11,Carpet Area,"Akruti Orchid Park, Sakinaka Junction",Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
31/05/2022,60000,2,2,800,2 out of 7,Carpet Area,"Kenmore Apartment, Lokhandwala Complex",Mumbai,Furnished,Family,Contact Agent
12/06/2022,51500,3,3,1265,10 out of 28,Carpet Area,"Ambrosia Apartment, Borivali East",Mumbai,Unfurnished,Family,Contact Agent
09/07/2022,130000,3,3,1800,10 out of 16,Super Area,Lokhandwala Complex,Mumbai,Unfurnished,Bachelors/Family,Contact Agent
27/06/2022,25000,1,1,325,17 out of 24,Carpet Area,"Mahalaxmi CHS, Worli",Mumbai,Furnished,Bachelors/Family,Contact Agent
09/07/2022,85000,2,2,902,41 out of 41,Carpet Area,"Lodha Fiorenza, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
06/07/2022,98000,3,4,1233,14 out of 68,Carpet Area,"Auris Serenity, Kanch Pada",Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
12/06/2022,100000,2,2,750,Ground out of 6,Super Area,Peddar Road,Mumbai,Furnished,Bachelors/Family,Contact Owner
21/05/2022,65000,2,2,600,14 out of 17,Carpet Area,"Platinum Prive, Andheri West",Mumbai,Unfurnished,Bachelors,Contact Agent
24/06/2022,23000,1,1,500,3 out of 9,Super Area,Chembur,Mumbai,Unfurnished,Bachelors/Family,Contact Agent
02/07/2022,40000,2,2,600,15 out of 20,Carpet Area,Tilak Nagar - Harbour Line,Mumbai,Unfurnished,Bachelors/Family,Contact Agent
23/06/2022,45000,3,3,950,15 out of 17,Carpet Area,IC Colony,Mumbai,Unfurnished,Bachelors/Family,Contact Agent
27/06/2022,40000,1,4,680,5 out of 7,Super Area,"Ballerina Apartment, Lokhandwala Complex",Mumbai,Furnished,Bachelors/Family,Contact Agent
07/07/2022,23500,1,1,400,1 out of 7,Carpet Area,"Midas Enclave CHS , Nandiadwala Colony",Mumbai,Unfurnished,Bachelors/Family,Contact Agent
07/07/2022,250000,4,5,2120,46 out of 76,Carpet Area,"Lodha Marquise, Worli Sea Face",Mumbai,Furnished,Bachelors/Family,Contact Agent
01/07/2022,110000,3,4,1350,12 out of 20,Carpet Area,"Atur Park, Chembur",Mumbai,Semi-Furnished,Bachelors,Contact Agent
20/06/2022,150000,3,3,1600,6 out of 7,Carpet Area,JVPD Scheme,Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
03/06/2022,22000,1,1,430,4 out of 6,Carpet Area,Thakur Complex,Mumbai,Unfurnished,Family,Contact Agent
09/07/2022,150000,4,5,1937,20 out of 30,Carpet Area,"Raj Grandeur, Powai",Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
07/06/2022,75000,2,3,700,4 out of 7,Carpet Area,Santacruz West,Mumbai,Semi-Furnished,Bachelors,Contact Agent
22/05/2022,41000,2,2,780,14 out of 18,Carpet Area,"Nirmal Lifestyle, LBS Marg",Mumbai,Unfurnished,Bachelors/Family,Contact Agent
02/06/2022,150000,4,4,1300,5 out of 13,Carpet Area,"Kabra Centroid, Kalina",Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
20/06/2022,150000,3,3,1350,18 out of 32,Carpet Area,"Transcon Triumph, Lokhandwala Complex",Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
14/05/2022,53000,2,2,750,5 out of 18,Carpet Area,Chembur,Mumbai,Furnished,Bachelors/Family,Contact Agent
31/05/2022,140000,4,3,1400,10 out of 25,Carpet Area,"Adani Western Heights, Andheri West",Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
28/06/2022,200000,4,5,2000,17 out of 29,Carpet Area,"Raj Grandeur, Hiranandani Gardens",Mumbai,Furnished,Bachelors/Family,Contact Agent
30/06/2022,65000,2,2,850,10 out of 31,Carpet Area,"Vishnu Shivam Tower, Thakur Village, Kandivali East",Mumbai,Furnished,Bachelors/Family,Contact Agent
23/05/2022,48000,1,1,500,4 out of 9,Carpet Area,Gulmohar Road,Mumbai,Furnished,Bachelors,Contact Agent
09/07/2022,75000,2,2,900,10 out of 15,Super Area,"7 Bungalow, Seven Bungalows",Mumbai,Unfurnished,Bachelors/Family,Contact Agent
23/06/2022,39000,2,2,750,1 out of 3,Carpet Area,"Takshila CHS, Andheri East",Mumbai,Semi-Furnished,Family,Contact Agent
09/07/2022,70000,3,2,1100,18 out of 22,Carpet Area,Chandivali,Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
01/06/2022,1200000,4,4,5000,4 out of 15,Carpet Area,Juhu,Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
29/04/2022,25000,1,1,596,1 out of 7,Super Area,Kandivali West,Mumbai,Semi-Furnished,Bachelors/Family,Contact Owner
28/06/2022,45000,2,2,680,3 out of 4,Carpet Area,"DLH Orchid, Lokhandwala Complex",Mumbai,Unfurnished,Bachelors,Contact Agent
17/05/2022,190000,4,4,1950,11 out of 21,Carpet Area,"Godrej Serenity Mumbai, Chembur",Mumbai,Unfurnished,Bachelors/Family,Contact Agent
09/07/2022,140000,3,3,1350,18 out of 32,Carpet Area,"Transcon Triumph, Lokhandwala Complex",Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
01/05/2022,35000,1,1,510,3 out of 4,Carpet Area,Chakala Cigarette Factory,Mumbai,Semi-Furnished,Bachelors/Family,Contact Owner
20/06/2022,60000,1,1,500,5 out of 7,Carpet Area,"Green Gate Apartment, Pali Hill",Mumbai,Furnished,Bachelors/Family,Contact Agent
29/04/2022,15000,1,1,375,13 out of 16,Super Area,Kanjurmarg East,Mumbai,Unfurnished,Bachelors/Family,Contact Owner
21/05/2022,39000,1,1,500,2 out of 7,Carpet Area,Model Town,Mumbai,Furnished,Family,Contact Agent
13/05/2022,190000,3,3,1500,8 out of 10,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
20/06/2022,84000,3,3,1000,18 out of 21,Carpet Area,"Lake Primrose, Powai",Mumbai,Furnished,Bachelors/Family,Contact Agent
31/05/2022,68000,3,3,1260,27 out of 58,Carpet Area,"Alta Monte, Pathanwadi",Mumbai,Unfurnished,Family,Contact Agent
12/06/2022,26000,1,2,475,8 out of 20,Carpet Area,"Dreams Complex, Bhandup West",Mumbai,Unfurnished,Bachelors/Family,Contact Agent
20/06/2022,42000,2,2,620,6 out of 11,Carpet Area,"NG Royal Park, Kanjurmarg East",Mumbai,Semi-Furnished,Family,Contact Agent
28/06/2022,35000,1,1,490,1 out of 6,Carpet Area,Mukund Nagar,Mumbai,Furnished,Bachelors/Family,Contact Agent
09/07/2022,44000,2,2,710,13 out of 18,Carpet Area,"Ajmera Bhakti Park, Bhakti Park",Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
31/05/2022,60000,2,2,720,4 out of 7,Carpet Area,Sindhi Society Chembur,Mumbai,Unfurnished,Bachelors/Family,Contact Agent
23/06/2022,45000,2,2,770,2 out of 12,Carpet Area,Goregaon West,Mumbai,Semi-Furnished,Bachelors,Contact Agent
04/06/2022,250000,3,3,1600,19 out of 25,Super Area,"Chaitanya Towers, Prabhadevi",Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
23/05/2022,65000,1,1,500,Ground out of 5,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,Contact Agent
14/05/2022,20000,1,1,350,1 out of 8,Super Area,Parel,Mumbai,Unfurnished,Bachelors/Family,Contact Owner
09/07/2022,75000,2,2,1000,3 out of 15,Super Area,"7 Bungalow, Seven Bungalows",Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
09/07/2022,500000,5,5,3900,4 out of 6,Carpet Area,Altamount Road,Mumbai,Furnished,Bachelors/Family,Contact Agent
30/06/2022,140000,3,3,1000,3 out of 7,Carpet Area,Juhu,Mumbai,Semi-Furnished,Family,Contact Agent
06/07/2022,45000,2,2,660,25 out of 43,Carpet Area,"Wadhwa Atmoshphere, Mulund West",Mumbai,Semi-Furnished,Bachelors,Contact Agent
25/05/2022,9400,1,1,600,4 out of 6,Super Area,Bhayandar East,Mumbai,Semi-Furnished,Bachelors/Family,Contact Owner
22/06/2022,100000,2,2,900,2 out of 12,Carpet Area,Santacruz West,Mumbai,Furnished,Bachelors/Family,Contact Agent
20/06/2022,65000,2,2,750,2 out of 3,Carpet Area,"Ganpat Niketan Apartment, Khar West",Mumbai,Furnished,Bachelors/Family,Contact Agent
31/05/2022,230000,2,2,1000,2 out of 7,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,Contact Agent
19/05/2022,180000,3,3,1500,7 out of 12,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors,Contact Agent
19/05/2022,180000,2,3,1200,7 out of 12,Carpet Area,Khar West,Mumbai,Furnished,Bachelors/Family,Contact Agent
25/06/2022,120000,3,3,1200,10 out of 14,Carpet Area,Khar West,Mumbai,Furnished,Bachelors/Family,Contact Agent
07/07/2022,20000,1,1,280,11 out of 24,Carpet Area,Century Bazaar,Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
19/05/2022,130000,2,2,1000,10 out of 12,Carpet Area,Khar West,Mumbai,Furnished,Bachelors,Contact Agent
19/05/2022,400000,3,4,1800,7 out of 14,Carpet Area,Pali Hill,Mumbai,Semi-Furnished,Bachelors,Contact Agent
22/06/2022,75000,2,2,694,1 out of 7,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
31/05/2022,350000,5,5,3250,12 out of 18,Carpet Area,Deonar,Mumbai,Unfurnished,Family,Contact Agent
29/04/2022,100000,3,4,1740,21 out of 22,Super Area,Powai,Mumbai,Furnished,Bachelors/Family,Contact Owner
16/06/2022,55000,2,2,750,8 out of 14,Carpet Area,Chembur,Mumbai,Furnished,Bachelors/Family,Contact Agent
14/06/2022,70000,3,3,1000,12 out of 20,Carpet Area,"Nahar Amrit Shakti powai, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
29/06/2022,30000,1,1,500,3 out of 4,Super Area,Sion,Mumbai,Furnished,Bachelors/Family,Contact Owner
28/06/2022,330000,4,5,2000,11 out of 12,Carpet Area,Mehboob Studio,Mumbai,Semi-Furnished,Bachelors,Contact Agent
13/06/2022,75000,1,2,550,7 out of 10,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,Contact Agent
27/06/2022,14000,1,1,270,6 out of 7,Carpet Area,Poisar,Mumbai,Unfurnished,Bachelors,Contact Owner
06/07/2022,130000,3,3,960,9 out of 21,Carpet Area,7 Bungalows Andheri West,Mumbai,Semi-Furnished,Family,Contact Agent
29/04/2022,40000,3,2,1200,2 out of 4,Super Area,Kandivali West,Mumbai,Semi-Furnished,Family,Contact Owner
27/05/2022,46000,2,2,710,15 out of 18,Carpet Area,"Ajmera Bhakti Park, Bhakti Park",Mumbai,Unfurnished,Bachelors/Family,Contact Agent
04/07/2022,27000,1,2,472,13 out of 14,Carpet Area,"Marathon Embryo, Bhandup West",Mumbai,Semi-Furnished,Bachelors,Contact Owner
26/05/2022,95000,2,2,1000,10 out of 13,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
09/07/2022,94000,2,2,800,14 out of 18,Carpet Area,"Kanakia Hollywood, Sai Nagar",Mumbai,Semi-Furnished,Family,Contact Agent
30/06/2022,40000,2,2,650,7 out of 11,Carpet Area,"Gaurav Heights, Kandivali West",Mumbai,Unfurnished,Bachelors,Contact Agent
04/07/2022,150000,3,3,1300,6 out of 7,Carpet Area,Seven Bungalows,Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
07/07/2022,30000,2,2,600,2 out of 5,Carpet Area,"Gokul Apartment, Evershine Nagar",Mumbai,Unfurnished,Bachelors/Family,Contact Agent
16/06/2022,95000,2,2,750,7 out of 10,Carpet Area,Opera House,Mumbai,Furnished,Bachelors,Contact Agent
16/06/2022,130000,2,2,890,45 out of 77,Carpet Area,"Lodha The Park, Worli",Mumbai,Semi-Furnished,Family,Contact Agent
27/05/2022,14000,1,1,421,3 out of 4,Carpet Area,Borivali East,Mumbai,Unfurnished,Bachelors/Family,Contact Agent
27/05/2022,100000,3,3,1300,12 out of 24,Carpet Area,"L&T Emerald Isle, Powai",Mumbai,Semi-Furnished,Family,Contact Agent
05/07/2022,35000,1,1,350,2 out of 3,Super Area,Dadar West,Mumbai,Unfurnished,Bachelors/Family,Contact Owner
07/06/2022,57000,2,2,800,5 out of 20,Carpet Area,"Nahar Amrit Shakti powai, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
06/07/2022,45000,2,2,650,5 out of 6,Carpet Area,Santacruz East,Mumbai,Semi-Furnished,Bachelors/Family,Contact Owner
29/04/2022,11000,1,2,650,18 out of 19,Super Area,Mira Road,Mumbai,Furnished,Bachelors/Family,Contact Owner
14/05/2022,50000,2,2,650,10 out of 20,Carpet Area,"Sheth Montana, Mulund West",Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
27/05/2022,35000,2,2,680,12 out of 20,Carpet Area,"Parinee Adney, Borivali West",Mumbai,Unfurnished,Bachelors/Family,Contact Agent
06/07/2022,100000,2,2,800,1 out of 5,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,Contact Agent
06/07/2022,130000,3,3,1250,12 out of 29,Carpet Area,"Adani Western Heights, 4 Bunglows",Mumbai,Semi-Furnished,Family,Contact Agent
23/05/2022,52000,1,1,475,10 out of 18,Carpet Area,Shivaji Park,Mumbai,Unfurnished,Bachelors/Family,Contact Agent
07/07/2022,28000,2,2,600,1 out of 5,Carpet Area,"Gokul Apartment, Evershine Nagar",Mumbai,Unfurnished,Bachelors/Family,Contact Agent
29/04/2022,18000,1,1,450,2 out of 4,Super Area,"Nem Vihar, Mulund West",Mumbai,Unfurnished,Bachelors/Family,Contact Owner
04/06/2022,30000,1,1,400,3 out of 6,Super Area,Bhatti Pada,Mumbai,Unfurnished,Bachelors,Contact Owner
06/07/2022,45000,3,3,985,Lower Basement out of 18,Carpet Area,"Gemstar Symphony Apartment, Kandivali West",Mumbai,Unfurnished,Family,Contact Agent
27/05/2022,130000,3,3,1450,3 out of 7,Carpet Area,Shivaji Park,Mumbai,Unfurnished,Bachelors,Contact Agent
27/05/2022,58000,2,2,650,15 out of 24,Carpet Area,"L&T Emerald Isle, Powai",Mumbai,Semi-Furnished,Family,Contact Agent
06/07/2022,65000,2,3,805,48 out of 68,Carpet Area,"Auris Serenity, Kanch Pada",Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
27/05/2022,24000,1,1,650,3 out of 4,Super Area,Malad East,Mumbai,Semi-Furnished,Bachelors/Family,Contact Owner
09/07/2022,54500,1,1,515,12 out of 42,Carpet Area,"Lodha New Cuffe Parade, Wadala East",Mumbai,Unfurnished,Bachelors/Family,Contact Agent
12/06/2022,70000,3,2,1000,15 out of 20,Carpet Area,Chandivali,Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
07/06/2022,67000,3,3,1050,6 out of 8,Carpet Area,Chembur,Mumbai,Semi-Furnished,Family,Contact Agent
09/07/2022,75000,2,2,777,17 out of 22,Carpet Area,"Hiranandani Castle Rock, Powai",Mumbai,Furnished,Bachelors/Family,Contact Agent
11/06/2022,45000,2,2,831,16 out of 22,Carpet Area,"Kaustubh Platinum, Datta Pada",Mumbai,Unfurnished,Family,Contact Agent
06/07/2022,98000,3,4,1233,35 out of 68,Carpet Area,"Auris Serenity, Kanch Pada",Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
11/06/2022,16000,1,1,250,4 out of 10,Carpet Area,Charkop,Mumbai,Unfurnished,Bachelors/Family,Contact Owner
14/05/2022,95000,2,2,900,18 out of 30,Carpet Area,"Oberoi Springs, Andheri West",Mumbai,Semi-Furnished,Bachelors,Contact Agent
06/07/2022,40000,2,2,753,11 out of 31,Carpet Area,"Omkar Ananta, Film City Road",Mumbai,Unfurnished,Bachelors/Family,Contact Agent
10/06/2022,300000,3,3,1800,8 out of 12,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors,Contact Agent
06/07/2022,80000,2,2,670,5 out of 17,Carpet Area,Matunga East,Mumbai,Unfurnished,Bachelors,Contact Agent
09/07/2022,380000,4,4,2800,50 out of 75,Carpet Area,"Omkar 1973, Worli",Mumbai,Semi-Furnished,Bachelors/Family,Contact Agent
